subject,issuer,subject_common_name,not_before,not_after,key_size,label
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: bklcBIPVzk,sklndg,2023-02-22T13:08:31+00:00,2049-01-03T05:40:48+00:00,512,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Android,2016-07-19T13:33:35+00:00,2060-09-08T06:33:37+00:00,820,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Android,2023-01-30T13:33:35+00:00,2036-04-21T06:33:37+00:00,2932,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: tQPtic,的撒娇好,2022-03-25T13:08:31+00:00,2049-12-30T05:40:48+00:00,1536,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: ljRKCxEllEZC,Android,2024-04-05T13:08:31+00:00,2035-07-11T05:40:48+00:00,640,malicious
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",Paytm,2011-07-28T13:33:35+00:00,2064-11-28T06:33:37+00:00,4084,benign
Common Name: smgR,Common Name: ljRKCxEllEZC,smgR,2021-07-10T13:08:31+00:00,2035-10-17T05:40:48+00:00,1152,malicious
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",ICICI BANK,2022-12-23T13:33:35+00:00,2052-06-05T06:33:37+00:00,1716,benign
Common Name: ljRKCxEllEZC,Common Name: smgR,ljRKCxEllEZC,2021-09-26T13:08:31+00:00,2046-10-15T05:40:48+00:00,1664,malicious
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",Organizational Unit: Federal Bank,Vivek Soneja,2013-03-03T13:33:35+00:00,2043-05-04T06:33:37+00:00,1396,benign
Organizational Unit: Federal Bank,Organizational Unit: Federal Bank,,2021-09-23T13:33:35+00:00,2046-04-23T06:33:37+00:00,1140,benign
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Organizational Unit: Federal Bank,BHIM,2019-05-11T13:33:35+00:00,2047-06-30T06:33:37+00:00,2996,benign
Common Name: ljRKCxEllEZC,Common Name: tQPtic,ljRKCxEllEZC,2025-04-06T13:08:31+00:00,2044-07-18T05:40:48+00:00,1600,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",BHIM,2020-04-02T13:33:35+00:00,2039-12-07T06:33:37+00:00,2868,benign
Organizational Unit: Federal Bank,"Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",,2014-11-16T13:33:35+00:00,2063-08-06T06:33:37+00:00,1844,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",Bank of Baroda,2016-07-21T13:33:35+00:00,2056-07-24T06:33:37+00:00,3636,benign
Organizational Unit: Federal Bank,"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",,2021-05-16T13:33:35+00:00,2057-04-21T06:33:37+00:00,1268,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Organizational Unit: Federal Bank,fssnet mpay,2012-05-01T13:33:35+00:00,2051-08-02T06:33:37+00:00,1460,benign
Common Name: PLgkDbhpriL,Common Name: bklcBIPVzk,PLgkDbhpriL,2022-02-01T13:08:31+00:00,2042-04-03T05:40:48+00:00,1024,malicious
"Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN","Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91",BHIM,2021-04-13T13:33:35+00:00,2046-08-11T06:33:37+00:00,2676,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Paytm,2016-09-21T13:33:35+00:00,2057-10-16T06:33:37+00:00,2676,benign
Common Name: xolbzxs,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",xolbzxs,2021-03-01T13:08:31+00:00,2047-03-24T05:40:48+00:00,1408,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",CodeSigning for STATE BANK OF INDIA,2023-05-20T13:33:35+00:00,2040-07-10T06:33:37+00:00,884,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",LOTUS,2017-10-06T13:33:35+00:00,2064-09-29T06:33:37+00:00,2932,benign
Organizational Unit: Federal Bank,"Common Name: HDFC Bank, Organizational Unit: IT, Organization: Snapwork, Locality: Mumbai, State/Province: MH, Country: 91",,2013-07-17T13:33:35+00:00,2062-07-20T06:33:37+00:00,1076,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN",LOTUS,2019-07-29T13:33:35+00:00,2052-04-15T06:33:37+00:00,3380,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",AXIS BANK,2021-02-03T13:33:35+00:00,2056-01-12T06:33:37+00:00,564,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: uDxBFvtzt,sklndg,2024-06-04T13:08:31+00:00,2042-08-14T05:40:48+00:00,960,malicious
Common Name: uDxBFvtzt,"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",uDxBFvtzt,2022-01-23T13:08:31+00:00,2035-05-12T05:40:48+00:00,1856,malicious
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN",fssnet mpay,2011-12-19T13:33:35+00:00,2065-08-12T06:33:37+00:00,1204,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Organizational Unit: Federal Bank,Paytm,2019-06-28T13:33:35+00:00,2044-04-23T06:33:37+00:00,4020,benign
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",CodeSigning for STATE BANK OF INDIA,2017-12-08T13:33:35+00:00,2061-11-28T06:33:37+00:00,3764,benign
Common Name: PLgkDbhpriL,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",PLgkDbhpriL,2024-10-31T13:08:31+00:00,2040-03-31T05:40:48+00:00,640,malicious
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",Organizational Unit: Federal Bank,Paytm,2017-09-16T13:33:35+00:00,2057-03-28T06:33:37+00:00,1844,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Bank of Baroda,2011-11-24T13:33:35+00:00,2054-07-23T06:33:37+00:00,2932,benign
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",LOTUS,2020-06-29T13:33:35+00:00,2053-07-31T06:33:37+00:00,3444,benign
"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",AXIS BANK,2023-09-05T13:33:35+00:00,2049-08-01T06:33:37+00:00,564,benign
"Common Name: Vivek Soneja, Organizational Unit: PhonePe, Organization: PhonePe, Locality: Bangalore, State/Province: Karnataka, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Vivek Soneja,2023-06-11T13:33:35+00:00,2059-09-22T06:33:37+00:00,3444,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: smgR,的撒娇好,2021-11-08T13:08:31+00:00,2040-05-06T05:40:48+00:00,1920,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: PLgkDbhpriL,axis,2022-11-09T13:08:31+00:00,2035-02-27T05:40:48+00:00,2048,malicious
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",Bank of Baroda,2019-10-10T13:33:35+00:00,2041-07-11T06:33:37+00:00,3636,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN",Bank of Baroda,2018-06-02T13:33:35+00:00,2052-06-11T06:33:37+00:00,3444,benign
Common Name: smgR,Common Name: PLgkDbhpriL,smgR,2021-11-11T13:08:31+00:00,2037-08-04T05:40:48+00:00,1152,malicious
"Common Name: CodeSigning for STATE BANK OF INDIA, Organizational Unit: Android Code Signing, Organization: STATE BANK OF INDIA, Locality: Navi Mumbai, State/Province: Maharashtra, Country: IN","Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US",CodeSigning for STATE BANK OF INDIA,2011-09-16T13:33:35+00:00,2052-12-10T06:33:37+00:00,2420,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",Paytm,2014-05-30T13:33:35+00:00,2035-07-18T06:33:37+00:00,884,benign
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Paytm,2017-12-07T13:33:35+00:00,2039-07-31T06:33:37+00:00,564,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",fssnet mpay,2017-02-23T13:33:35+00:00,2058-06-17T06:33:37+00:00,1012,benign
"Common Name: Bank of Baroda, Organizational Unit: Digital Banking, Organization: Bank of Baroda, Locality: Mumbai, State/Province: Maharashtra, Country: IN","Common Name: BHIM, Organizational Unit: NPCI, Organization: NPCI, Locality: BANGALORE, State/Province: KARNATAKA, Country: IN",Bank of Baroda,2011-08-25T13:33:35+00:00,2066-08-05T06:33:37+00:00,1268,benign
"Common Name: Android, Organizational Unit: Android, Organization: Google Inc., Locality: Mountain View, State/Province: California, Country: US","Common Name: Symantec CA for Android, Organizational Unit: Android Applications, Organization: Symantec Corporation, Country: US",Android,2016-10-25T13:33:35+00:00,2062-08-29T06:33:37+00:00,3316,benign
"Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",fssnet mpay,2023-08-08T13:33:35+00:00,2060-10-21T06:33:37+00:00,692,benign
"Common Name: sklndg, Organizational Unit: irugshel, Organization: dfuilgh, Locality: sdjkflcnjladsn, State/Province: oisdfhl, Country: 91",Common Name: ljRKCxEllEZC,sklndg,2023-12-12T13:08:31+00:00,2038-12-14T05:40:48+00:00,768,malicious
Organizational Unit: Federal Bank,"Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",,2012-04-17T13:33:35+00:00,2035-08-09T06:33:37+00:00,3124,benign
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",Common Name: PLgkDbhpriL,的撒娇好,2023-02-25T13:08:31+00:00,2040-07-27T05:40:48+00:00,1728,malicious
"Common Name: LOTUS, Organizational Unit: SBI GITC, Organization: SBI, Locality: NAVI MUMBAI, State/Province: MAHARASHTRA, Country: IN","Common Name: AXIS BANK, Organizational Unit: AXIS BANK, Organization: AXIS BANK, Locality: Mumbai, State/Province: Maharashtra, Country: 91",LOTUS,2014-12-07T13:33:35+00:00,2049-04-09T06:33:37+00:00,1844,benign
"Common Name: ICICI BANK, Organizational Unit: ICICI BANK, Organization: ICICI BANK, Locality: MUMBAI, State/Province: MAHARASHTRA, Country: 91","Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91",ICICI BANK,2017-07-28T13:33:35+00:00,2041-10-02T06:33:37+00:00,3764,benign
Common Name: xolbzxs,"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷",xolbzxs,2021-11-13T13:08:31+00:00,2046-11-10T05:40:48+00:00,1536,malicious
"Common Name: 的撒娇好, Organizational Unit: 的好姐姐, Organization: 点击, Locality: 大师级, State/Province: 黄金, Country: K:÷","Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",的撒娇好,2022-02-22T13:08:31+00:00,2045-02-04T05:40:48+00:00,1024,malicious
"Common Name: Android, Organizational Unit: Android, Organization: Google, Locality: Mountain View, State/Province: California, Country: US",Common Name: bklcBIPVzk,Android,2024-09-09T13:08:31+00:00,2036-08-24T05:40:48+00:00,1920,malicious
"Common Name: axis, Organizational Unit: axis, Organization: axis, Locality: ladakh, State/Province: leh, Country: india",Common Name: smgR,axis,2022-02-28T13:08:31+00:00,2046-10-01T05:40:48+00:00,1472,malicious
"Common Name: Paytm, Organizational Unit: Engineering, Organization: Paytm, Locality: Noida, State/Province: Uttar Pradesh, Country: 91","Common Name: fssnet mpay, Organizational Unit: fss, Organization: fss, Locality: chennai, State/Province: tamilnadu, Country: 91",Paytm,2015-01-18T13:33:35+00:00,2049-04-20T06:33:37+00:00,3444,benign
